xmin	xmax	key	clickSelects.variable	clickSelects.value	showSelected.variable	showSelected.value	PANEL	group
3.5	3.7	3.6 -9.4	mid.thresh	3.6	mid.thresh	-9.4	1	5149
3.7	3.9	3.8 -9.4	mid.thresh	3.8	mid.thresh	-9.4	1	5224
3.9	4.1	4 -9.4	mid.thresh	4	mid.thresh	-9.4	1	5299
4.1	4.3	4.2 -9.4	mid.thresh	4.2	mid.thresh	-9.4	1	5374
4.3	4.5	4.4 -9.4	mid.thresh	4.4	mid.thresh	-9.4	1	5449
4.5	4.7	4.6 -9.4	mid.thresh	4.6	mid.thresh	-9.4	1	5524
4.7	4.9	4.8 -9.4	mid.thresh	4.8	mid.thresh	-9.4	1	5599
4.9	5.1	5 -9.4	mid.thresh	5	mid.thresh	-9.4	1	5674
-10.1	-9.9	-10 -9.2	mid.thresh	-10	mid.thresh	-9.2	1	721
-9.9	-9.7	-9.8 -9.2	mid.thresh	-9.8	mid.thresh	-9.2	1	3722
-9.7	-9.5	-9.6 -9.2	mid.thresh	-9.6	mid.thresh	-9.2	1	3647
-9.5	-9.3	-9.4 -9.2	mid.thresh	-9.4	mid.thresh	-9.2	1	3572
-9.3	-9.1	1	mid.thresh	-9.2	mid.thresh	-9.2	1	4126
-9.1	-8.9	-9 -9.2	mid.thresh	-9	mid.thresh	-9.2	1	3421
-8.9	-8.7	-8.8 -9.2	mid.thresh	-8.8	mid.thresh	-9.2	1	3346
-8.7	-8.5	-8.6 -9.2	mid.thresh	-8.6	mid.thresh	-9.2	1	3271
-8.5	-8.3	-8.4 -9.2	mid.thresh	-8.4	mid.thresh	-9.2	1	3196
-8.3	-8.1	-8.2 -9.2	mid.thresh	-8.2	mid.thresh	-9.2	1	3121
-8.1	-7.9	-8 -9.2	mid.thresh	-8	mid.thresh	-9.2	1	3046
-7.9	-7.7	-7.8 -9.2	mid.thresh	-7.8	mid.thresh	-9.2	1	2971
-7.7	-7.5	-7.6 -9.2	mid.thresh	-7.6	mid.thresh	-9.2	1	2896
-7.5	-7.3	-7.4 -9.2	mid.thresh	-7.4	mid.thresh	-9.2	1	2821
-7.3	-7.1	-7.2 -9.2	mid.thresh	-7.2	mid.thresh	-9.2	1	2746
-7.1	-6.9	-7 -9.2	mid.thresh	-7	mid.thresh	-9.2	1	2671
-6.9	-6.7	-6.8 -9.2	mid.thresh	-6.8	mid.thresh	-9.2	1	2596
-6.7	-6.5	-6.6 -9.2	mid.thresh	-6.6	mid.thresh	-9.2	1	2521
-6.5	-6.3	-6.4 -9.2	mid.thresh	-6.4	mid.thresh	-9.2	1	2446
-6.3	-6.1	-6.2 -9.2	mid.thresh	-6.2	mid.thresh	-9.2	1	2371
-6.1	-5.9	-6 -9.2	mid.thresh	-6	mid.thresh	-9.2	1	2296
-5.9	-5.7	-5.8 -9.2	mid.thresh	-5.8	mid.thresh	-9.2	1	2221
-5.7	-5.5	-5.6 -9.2	mid.thresh	-5.6	mid.thresh	-9.2	1	2146
-5.5	-5.3	-5.4 -9.2	mid.thresh	-5.4	mid.thresh	-9.2	1	2071
-5.3	-5.1	-5.2 -9.2	mid.thresh	-5.2	mid.thresh	-9.2	1	1996
-5.1	-4.9	-5 -9.2	mid.thresh	-5	mid.thresh	-9.2	1	1921
-4.9	-4.7	-4.8 -9.2	mid.thresh	-4.8	mid.thresh	-9.2	1	1846
-4.7	-4.5	-4.6 -9.2	mid.thresh	-4.6	mid.thresh	-9.2	1	1771
-4.5	-4.3	-4.4 -9.2	mid.thresh	-4.4	mid.thresh	-9.2	1	1696
-4.3	-4.1	-4.2 -9.2	mid.thresh	-4.2	mid.thresh	-9.2	1	1621
-4.1	-3.9	-4 -9.2	mid.thresh	-4	mid.thresh	-9.2	1	1546
-3.9	-3.7	-3.8 -9.2	mid.thresh	-3.8	mid.thresh	-9.2	1	1471
-3.7	-3.5	-3.6 -9.2	mid.thresh	-3.6	mid.thresh	-9.2	1	1396
-3.5	-3.3	-3.4 -9.2	mid.thresh	-3.4	mid.thresh	-9.2	1	1321
-3.3	-3.1	-3.2 -9.2	mid.thresh	-3.2	mid.thresh	-9.2	1	1246
-3.1	-2.9	-3 -9.2	mid.thresh	-3	mid.thresh	-9.2	1	1171
-2.9	-2.7	-2.8 -9.2	mid.thresh	-2.8	mid.thresh	-9.2	1	1096
-2.7	-2.5	-2.6 -9.2	mid.thresh	-2.6	mid.thresh	-9.2	1	1021
-2.5	-2.3	-2.4 -9.2	mid.thresh	-2.4	mid.thresh	-9.2	1	946
-2.3	-2.1	-2.2 -9.2	mid.thresh	-2.2	mid.thresh	-9.2	1	871
-2.1	-1.9	-2 -9.2	mid.thresh	-2	mid.thresh	-9.2	1	796
-1.9	-1.7	-1.8 -9.2	mid.thresh	-1.8	mid.thresh	-9.2	1	646
-1.7	-1.5	-1.6 -9.2	mid.thresh	-1.6	mid.thresh	-9.2	1	571
-1.5	-1.3	-1.4 -9.2	mid.thresh	-1.4	mid.thresh	-9.2	1	496
-1.3	-1.1	-1.2 -9.2	mid.thresh	-1.2	mid.thresh	-9.2	1	421
-1.1	-0.9	-1 -9.2	mid.thresh	-1	mid.thresh	-9.2	1	346
-0.9	-0.699999999999999	-0.799999999999999 -9.2	mid.thresh	-0.799999999999999	mid.thresh	-9.2	1	271
-0.699999999999999	-0.499999999999999	-0.6 -9.2	mid.thresh	-0.6	mid.thresh	-9.2	1	196
-0.499999999999999	-0.299999999999999	-0.399999999999999 -9.2	mid.thresh	-0.399999999999999	mid.thresh	-9.2	1	121
-0.299999999999999	-0.0999999999999996	-0.199999999999999 -9.2	mid.thresh	-0.199999999999999	mid.thresh	-9.2	1	46
-0.0999999999999996	0.100000000000001	0 -9.2	mid.thresh	0	mid.thresh	-9.2	1	3797
0.100000000000001	0.300000000000001	0.200000000000001 -9.2	mid.thresh	0.200000000000001	mid.thresh	-9.2	1	3872
0.300000000000001	0.500000000000001	0.4 -9.2	mid.thresh	0.4	mid.thresh	-9.2	1	3947
0.500000000000001	0.700000000000001	0.600000000000001 -9.2	mid.thresh	0.600000000000001	mid.thresh	-9.2	1	4022
0.700000000000001	0.9	0.800000000000001 -9.2	mid.thresh	0.800000000000001	mid.thresh	-9.2	1	4097
0.9	1.1	1 -9.2	mid.thresh	1	mid.thresh	-9.2	1	4173
1.1	1.3	1.2 -9.2	mid.thresh	1.2	mid.thresh	-9.2	1	4248
1.3	1.5	1.4 -9.2	mid.thresh	1.4	mid.thresh	-9.2	1	4323
1.5	1.7	1.6 -9.2	mid.thresh	1.6	mid.thresh	-9.2	1	4398
1.7	1.9	1.8 -9.2	mid.thresh	1.8	mid.thresh	-9.2	1	4473
1.9	2.1	2 -9.2	mid.thresh	2	mid.thresh	-9.2	1	4548
2.1	2.3	2.2 -9.2	mid.thresh	2.2	mid.thresh	-9.2	1	4623
2.3	2.5	2.4 -9.2	mid.thresh	2.4	mid.thresh	-9.2	1	4698
2.5	2.7	2.6 -9.2	mid.thresh	2.6	mid.thresh	-9.2	1	4773
2.7	2.9	2.8 -9.2	mid.thresh	2.8	mid.thresh	-9.2	1	4848
2.9	3.1	3 -9.2	mid.thresh	3	mid.thresh	-9.2	1	4923
3.1	3.3	3.2 -9.2	mid.thresh	3.2	mid.thresh	-9.2	1	4998
3.3	3.5	3.4 -9.2	mid.thresh	3.4	mid.thresh	-9.2	1	5073
3.5	3.7	3.6 -9.2	mid.thresh	3.6	mid.thresh	-9.2	1	5148
3.7	3.9	3.8 -9.2	mid.thresh	3.8	mid.thresh	-9.2	1	5223
3.9	4.1	4 -9.2	mid.thresh	4	mid.thresh	-9.2	1	5298
4.1	4.3	4.2 -9.2	mid.thresh	4.2	mid.thresh	-9.2	1	5373
4.3	4.5	4.4 -9.2	mid.thresh	4.4	mid.thresh	-9.2	1	5448
4.5	4.7	4.6 -9.2	mid.thresh	4.6	mid.thresh	-9.2	1	5523
4.7	4.9	4.8 -9.2	mid.thresh	4.8	mid.thresh	-9.2	1	5598
4.9	5.1	5 -9.2	mid.thresh	5	mid.thresh	-9.2	1	5673
-10.1	-9.9	-10 -9	mid.thresh	-10	mid.thresh	-9	1	720
-9.9	-9.7	-9.8 -9	mid.thresh	-9.8	mid.thresh	-9	1	3721
-9.7	-9.5	-9.6 -9	mid.thresh	-9.6	mid.thresh	-9	1	3646
-9.5	-9.3	-9.4 -9	mid.thresh	-9.4	mid.thresh	-9	1	3571
-9.3	-9.1	-9.2 -9	mid.thresh	-9.2	mid.thresh	-9	1	3496
-9.1	-8.9	1	mid.thresh	-9	mid.thresh	-9	1	4126
-8.9	-8.7	-8.8 -9	mid.thresh	-8.8	mid.thresh	-9	1	3345
-8.7	-8.5	-8.6 -9	mid.thresh	-8.6	mid.thresh	-9	1	3270
-8.5	-8.3	-8.4 -9	mid.thresh	-8.4	mid.thresh	-9	1	3195
-8.3	-8.1	-8.2 -9	mid.thresh	-8.2	mid.thresh	-9	1	3120
-8.1	-7.9	-8 -9	mid.thresh	-8	mid.thresh	-9	1	3045
-7.9	-7.7	-7.8 -9	mid.thresh	-7.8	mid.thresh	-9	1	2970
-7.7	-7.5	-7.6 -9	mid.thresh	-7.6	mid.thresh	-9	1	2895
-7.5	-7.3	-7.4 -9	mid.thresh	-7.4	mid.thresh	-9	1	2820
-7.3	-7.1	-7.2 -9	mid.thresh	-7.2	mid.thresh	-9	1	2745
-7.1	-6.9	-7 -9	mid.thresh	-7	mid.thresh	-9	1	2670
-6.9	-6.7	-6.8 -9	mid.thresh	-6.8	mid.thresh	-9	1	2595
-6.7	-6.5	-6.6 -9	mid.thresh	-6.6	mid.thresh	-9	1	2520
-6.5	-6.3	-6.4 -9	mid.thresh	-6.4	mid.thresh	-9	1	2445
-6.3	-6.1	-6.2 -9	mid.thresh	-6.2	mid.thresh	-9	1	2370
-6.1	-5.9	-6 -9	mid.thresh	-6	mid.thresh	-9	1	2295
-5.9	-5.7	-5.8 -9	mid.thresh	-5.8	mid.thresh	-9	1	2220
-5.7	-5.5	-5.6 -9	mid.thresh	-5.6	mid.thresh	-9	1	2145
-5.5	-5.3	-5.4 -9	mid.thresh	-5.4	mid.thresh	-9	1	2070
-5.3	-5.1	-5.2 -9	mid.thresh	-5.2	mid.thresh	-9	1	1995
-5.1	-4.9	-5 -9	mid.thresh	-5	mid.thresh	-9	1	1920
-4.9	-4.7	-4.8 -9	mid.thresh	-4.8	mid.thresh	-9	1	1845
-4.7	-4.5	-4.6 -9	mid.thresh	-4.6	mid.thresh	-9	1	1770
-4.5	-4.3	-4.4 -9	mid.thresh	-4.4	mid.thresh	-9	1	1695
-4.3	-4.1	-4.2 -9	mid.thresh	-4.2	mid.thresh	-9	1	1620
-4.1	-3.9	-4 -9	mid.thresh	-4	mid.thresh	-9	1	1545
-3.9	-3.7	-3.8 -9	mid.thresh	-3.8	mid.thresh	-9	1	1470
-3.7	-3.5	-3.6 -9	mid.thresh	-3.6	mid.thresh	-9	1	1395
-3.5	-3.3	-3.4 -9	mid.thresh	-3.4	mid.thresh	-9	1	1320
-3.3	-3.1	-3.2 -9	mid.thresh	-3.2	mid.thresh	-9	1	1245
-3.1	-2.9	-3 -9	mid.thresh	-3	mid.thresh	-9	1	1170
-2.9	-2.7	-2.8 -9	mid.thresh	-2.8	mid.thresh	-9	1	1095
-2.7	-2.5	-2.6 -9	mid.thresh	-2.6	mid.thresh	-9	1	1020
-2.5	-2.3	-2.4 -9	mid.thresh	-2.4	mid.thresh	-9	1	945
-2.3	-2.1	-2.2 -9	mid.thresh	-2.2	mid.thresh	-9	1	870
-2.1	-1.9	-2 -9	mid.thresh	-2	mid.thresh	-9	1	795
-1.9	-1.7	-1.8 -9	mid.thresh	-1.8	mid.thresh	-9	1	645
-1.7	-1.5	-1.6 -9	mid.thresh	-1.6	mid.thresh	-9	1	570
-1.5	-1.3	-1.4 -9	mid.thresh	-1.4	mid.thresh	-9	1	495
-1.3	-1.1	-1.2 -9	mid.thresh	-1.2	mid.thresh	-9	1	420
-1.1	-0.9	-1 -9	mid.thresh	-1	mid.thresh	-9	1	345
-0.9	-0.699999999999999	-0.799999999999999 -9	mid.thresh	-0.799999999999999	mid.thresh	-9	1	270
-0.699999999999999	-0.499999999999999	-0.6 -9	mid.thresh	-0.6	mid.thresh	-9	1	195
-0.499999999999999	-0.299999999999999	-0.399999999999999 -9	mid.thresh	-0.399999999999999	mid.thresh	-9	1	120
-0.299999999999999	-0.0999999999999996	-0.199999999999999 -9	mid.thresh	-0.199999999999999	mid.thresh	-9	1	45
-0.0999999999999996	0.100000000000001	0 -9	mid.thresh	0	mid.thresh	-9	1	3796
0.100000000000001	0.300000000000001	0.200000000000001 -9	mid.thresh	0.200000000000001	mid.thresh	-9	1	3871
0.300000000000001	0.500000000000001	0.4 -9	mid.thresh	0.4	mid.thresh	-9	1	3946
0.500000000000001	0.700000000000001	0.600000000000001 -9	mid.thresh	0.600000000000001	mid.thresh	-9	1	4021
0.700000000000001	0.9	0.800000000000001 -9	mid.thresh	0.800000000000001	mid.thresh	-9	1	4096
0.9	1.1	1 -9	mid.thresh	1	mid.thresh	-9	1	4172
1.1	1.3	1.2 -9	mid.thresh	1.2	mid.thresh	-9	1	4247
1.3	1.5	1.4 -9	mid.thresh	1.4	mid.thresh	-9	1	4322
1.5	1.7	1.6 -9	mid.thresh	1.6	mid.thresh	-9	1	4397
1.7	1.9	1.8 -9	mid.thresh	1.8	mid.thresh	-9	1	4472
1.9	2.1	2 -9	mid.thresh	2	mid.thresh	-9	1	4547
2.1	2.3	2.2 -9	mid.thresh	2.2	mid.thresh	-9	1	4622
2.3	2.5	2.4 -9	mid.thresh	2.4	mid.thresh	-9	1	4697
2.5	2.7	2.6 -9	mid.thresh	2.6	mid.thresh	-9	1	4772
2.7	2.9	2.8 -9	mid.thresh	2.8	mid.thresh	-9	1	4847
2.9	3.1	3 -9	mid.thresh	3	mid.thresh	-9	1	4922
3.1	3.3	3.2 -9	mid.thresh	3.2	mid.thresh	-9	1	4997
3.3	3.5	3.4 -9	mid.thresh	3.4	mid.thresh	-9	1	5072
3.5	3.7	3.6 -9	mid.thresh	3.6	mid.thresh	-9	1	5147
3.7	3.9	3.8 -9	mid.thresh	3.8	mid.thresh	-9	1	5222
3.9	4.1	4 -9	mid.thresh	4	mid.thresh	-9	1	5297
4.1	4.3	4.2 -9	mid.thresh	4.2	mid.thresh	-9	1	5372
4.3	4.5	4.4 -9	mid.thresh	4.4	mid.thresh	-9	1	5447
4.5	4.7	4.6 -9	mid.thresh	4.6	mid.thresh	-9	1	5522
4.7	4.9	4.8 -9	mid.thresh	4.8	mid.thresh	-9	1	5597
4.9	5.1	5 -9	mid.thresh	5	mid.thresh	-9	1	5672
-10.1	-9.9	-10 -8.8	mid.thresh	-10	mid.thresh	-8.8	1	719
-9.9	-9.7	-9.8 -8.8	mid.thresh	-9.8	mid.thresh	-8.8	1	3720
-9.7	-9.5	-9.6 -8.8	mid.thresh	-9.6	mid.thresh	-8.8	1	3645
-9.5	-9.3	-9.4 -8.8	mid.thresh	-9.4	mid.thresh	-8.8	1	3570
-9.3	-9.1	-9.2 -8.8	mid.thresh	-9.2	mid.thresh	-8.8	1	3495
-9.1	-8.9	-9 -8.8	mid.thresh	-9	mid.thresh	-8.8	1	3420
-8.9	-8.7	1	mid.thresh	-8.8	mid.thresh	-8.8	1	4126
-8.7	-8.5	-8.6 -8.8	mid.thresh	-8.6	mid.thresh	-8.8	1	3269
-8.5	-8.3	-8.4 -8.8	mid.thresh	-8.4	mid.thresh	-8.8	1	3194
-8.3	-8.1	-8.2 -8.8	mid.thresh	-8.2	mid.thresh	-8.8	1	3119
-8.1	-7.9	-8 -8.8	mid.thresh	-8	mid.thresh	-8.8	1	3044
-7.9	-7.7	-7.8 -8.8	mid.thresh	-7.8	mid.thresh	-8.8	1	2969
-7.7	-7.5	-7.6 -8.8	mid.thresh	-7.6	mid.thresh	-8.8	1	2894
-7.5	-7.3	-7.4 -8.8	mid.thresh	-7.4	mid.thresh	-8.8	1	2819
-7.3	-7.1	-7.2 -8.8	mid.thresh	-7.2	mid.thresh	-8.8	1	2744
-7.1	-6.9	-7 -8.8	mid.thresh	-7	mid.thresh	-8.8	1	2669
-6.9	-6.7	-6.8 -8.8	mid.thresh	-6.8	mid.thresh	-8.8	1	2594
-6.7	-6.5	-6.6 -8.8	mid.thresh	-6.6	mid.thresh	-8.8	1	2519
-6.5	-6.3	-6.4 -8.8	mid.thresh	-6.4	mid.thresh	-8.8	1	2444
-6.3	-6.1	-6.2 -8.8	mid.thresh	-6.2	mid.thresh	-8.8	1	2369
-6.1	-5.9	-6 -8.8	mid.thresh	-6	mid.thresh	-8.8	1	2294
-5.9	-5.7	-5.8 -8.8	mid.thresh	-5.8	mid.thresh	-8.8	1	2219
-5.7	-5.5	-5.6 -8.8	mid.thresh	-5.6	mid.thresh	-8.8	1	2144
-5.5	-5.3	-5.4 -8.8	mid.thresh	-5.4	mid.thresh	-8.8	1	2069
-5.3	-5.1	-5.2 -8.8	mid.thresh	-5.2	mid.thresh	-8.8	1	1994
-5.1	-4.9	-5 -8.8	mid.thresh	-5	mid.thresh	-8.8	1	1919
-4.9	-4.7	-4.8 -8.8	mid.thresh	-4.8	mid.thresh	-8.8	1	1844
-4.7	-4.5	-4.6 -8.8	mid.thresh	-4.6	mid.thresh	-8.8	1	1769
-4.5	-4.3	-4.4 -8.8	mid.thresh	-4.4	mid.thresh	-8.8	1	1694
-4.3	-4.1	-4.2 -8.8	mid.thresh	-4.2	mid.thresh	-8.8	1	1619
-4.1	-3.9	-4 -8.8	mid.thresh	-4	mid.thresh	-8.8	1	1544
-3.9	-3.7	-3.8 -8.8	mid.thresh	-3.8	mid.thresh	-8.8	1	1469
-3.7	-3.5	-3.6 -8.8	mid.thresh	-3.6	mid.thresh	-8.8	1	1394
-3.5	-3.3	-3.4 -8.8	mid.thresh	-3.4	mid.thresh	-8.8	1	1319
-3.3	-3.1	-3.2 -8.8	mid.thresh	-3.2	mid.thresh	-8.8	1	1244
-3.1	-2.9	-3 -8.8	mid.thresh	-3	mid.thresh	-8.8	1	1169
-2.9	-2.7	-2.8 -8.8	mid.thresh	-2.8	mid.thresh	-8.8	1	1094
-2.7	-2.5	-2.6 -8.8	mid.thresh	-2.6	mid.thresh	-8.8	1	1019
-2.5	-2.3	-2.4 -8.8	mid.thresh	-2.4	mid.thresh	-8.8	1	944
-2.3	-2.1	-2.2 -8.8	mid.thresh	-2.2	mid.thresh	-8.8	1	869
-2.1	-1.9	-2 -8.8	mid.thresh	-2	mid.thresh	-8.8	1	794
-1.9	-1.7	-1.8 -8.8	mid.thresh	-1.8	mid.thresh	-8.8	1	644
-1.7	-1.5	-1.6 -8.8	mid.thresh	-1.6	mid.thresh	-8.8	1	569
-1.5	-1.3	-1.4 -8.8	mid.thresh	-1.4	mid.thresh	-8.8	1	494
-1.3	-1.1	-1.2 -8.8	mid.thresh	-1.2	mid.thresh	-8.8	1	419
-1.1	-0.9	-1 -8.8	mid.thresh	-1	mid.thresh	-8.8	1	344
-0.9	-0.699999999999999	-0.799999999999999 -8.8	mid.thresh	-0.799999999999999	mid.thresh	-8.8	1	269
-0.699999999999999	-0.499999999999999	-0.6 -8.8	mid.thresh	-0.6	mid.thresh	-8.8	1	194
-0.499999999999999	-0.299999999999999	-0.399999999999999 -8.8	mid.thresh	-0.399999999999999	mid.thresh	-8.8	1	119
-0.299999999999999	-0.0999999999999996	-0.199999999999999 -8.8	mid.thresh	-0.199999999999999	mid.thresh	-8.8	1	44
-0.0999999999999996	0.100000000000001	0 -8.8	mid.thresh	0	mid.thresh	-8.8	1	3795
0.100000000000001	0.300000000000001	0.200000000000001 -8.8	mid.thresh	0.200000000000001	mid.thresh	-8.8	1	3870
0.300000000000001	0.500000000000001	0.4 -8.8	mid.thresh	0.4	mid.thresh	-8.8	1	3945
0.500000000000001	0.700000000000001	0.600000000000001 -8.8	mid.thresh	0.600000000000001	mid.thresh	-8.8	1	4020
0.700000000000001	0.9	0.800000000000001 -8.8	mid.thresh	0.800000000000001	mid.thresh	-8.8	1	4095
0.9	1.1	1 -8.8	mid.thresh	1	mid.thresh	-8.8	1	4171
1.1	1.3	1.2 -8.8	mid.thresh	1.2	mid.thresh	-8.8	1	4246
1.3	1.5	1.4 -8.8	mid.thresh	1.4	mid.thresh	-8.8	1	4321
1.5	1.7	1.6 -8.8	mid.thresh	1.6	mid.thresh	-8.8	1	4396
1.7	1.9	1.8 -8.8	mid.thresh	1.8	mid.thresh	-8.8	1	4471
1.9	2.1	2 -8.8	mid.thresh	2	mid.thresh	-8.8	1	4546
2.1	2.3	2.2 -8.8	mid.thresh	2.2	mid.thresh	-8.8	1	4621
2.3	2.5	2.4 -8.8	mid.thresh	2.4	mid.thresh	-8.8	1	4696
2.5	2.7	2.6 -8.8	mid.thresh	2.6	mid.thresh	-8.8	1	4771
2.7	2.9	2.8 -8.8	mid.thresh	2.8	mid.thresh	-8.8	1	4846
2.9	3.1	3 -8.8	mid.thresh	3	mid.thresh	-8.8	1	4921
3.1	3.3	3.2 -8.8	mid.thresh	3.2	mid.thresh	-8.8	1	4996
3.3	3.5	3.4 -8.8	mid.thresh	3.4	mid.thresh	-8.8	1	5071
3.5	3.7	3.6 -8.8	mid.thresh	3.6	mid.thresh	-8.8	1	5146
3.7	3.9	3.8 -8.8	mid.thresh	3.8	mid.thresh	-8.8	1	5221
3.9	4.1	4 -8.8	mid.thresh	4	mid.thresh	-8.8	1	5296
4.1	4.3	4.2 -8.8	mid.thresh	4.2	mid.thresh	-8.8	1	5371
4.3	4.5	4.4 -8.8	mid.thresh	4.4	mid.thresh	-8.8	1	5446
4.5	4.7	4.6 -8.8	mid.thresh	4.6	mid.thresh	-8.8	1	5521
4.7	4.9	4.8 -8.8	mid.thresh	4.8	mid.thresh	-8.8	1	5596
4.9	5.1	5 -8.8	mid.thresh	5	mid.thresh	-8.8	1	5671
-10.1	-9.9	-10 -8.6	mid.thresh	-10	mid.thresh	-8.6	1	718
-9.9	-9.7	-9.8 -8.6	mid.thresh	-9.8	mid.thresh	-8.6	1	3719
-9.7	-9.5	-9.6 -8.6	mid.thresh	-9.6	mid.thresh	-8.6	1	3644
-9.5	-9.3	-9.4 -8.6	mid.thresh	-9.4	mid.thresh	-8.6	1	3569
-9.3	-9.1	-9.2 -8.6	mid.thresh	-9.2	mid.thresh	-8.6	1	3494
-9.1	-8.9	-9 -8.6	mid.thresh	-9	mid.thresh	-8.6	1	3419
-8.9	-8.7	-8.8 -8.6	mid.thresh	-8.8	mid.thresh	-8.6	1	3344
-8.7	-8.5	1	mid.thresh	-8.6	mid.thresh	-8.6	1	4126
-8.5	-8.3	-8.4 -8.6	mid.thresh	-8.4	mid.thresh	-8.6	1	3193
-8.3	-8.1	-8.2 -8.6	mid.thresh	-8.2	mid.thresh	-8.6	1	3118
-8.1	-7.9	-8 -8.6	mid.thresh	-8	mid.thresh	-8.6	1	3043
-7.9	-7.7	-7.8 -8.6	mid.thresh	-7.8	mid.thresh	-8.6	1	2968
-7.7	-7.5	-7.6 -8.6	mid.thresh	-7.6	mid.thresh	-8.6	1	2893
-7.5	-7.3	-7.4 -8.6	mid.thresh	-7.4	mid.thresh	-8.6	1	2818
-7.3	-7.1	-7.2 -8.6	mid.thresh	-7.2	mid.thresh	-8.6	1	2743
-7.1	-6.9	-7 -8.6	mid.thresh	-7	mid.thresh	-8.6	1	2668
-6.9	-6.7	-6.8 -8.6	mid.thresh	-6.8	mid.thresh	-8.6	1	2593
-6.7	-6.5	-6.6 -8.6	mid.thresh	-6.6	mid.thresh	-8.6	1	2518
-6.5	-6.3	-6.4 -8.6	mid.thresh	-6.4	mid.thresh	-8.6	1	2443
-6.3	-6.1	-6.2 -8.6	mid.thresh	-6.2	mid.thresh	-8.6	1	2368
-6.1	-5.9	-6 -8.6	mid.thresh	-6	mid.thresh	-8.6	1	2293
-5.9	-5.7	-5.8 -8.6	mid.thresh	-5.8	mid.thresh	-8.6	1	2218
-5.7	-5.5	-5.6 -8.6	mid.thresh	-5.6	mid.thresh	-8.6	1	2143
-5.5	-5.3	-5.4 -8.6	mid.thresh	-5.4	mid.thresh	-8.6	1	2068
-5.3	-5.1	-5.2 -8.6	mid.thresh	-5.2	mid.thresh	-8.6	1	1993
-5.1	-4.9	-5 -8.6	mid.thresh	-5	mid.thresh	-8.6	1	1918
-4.9	-4.7	-4.8 -8.6	mid.thresh	-4.8	mid.thresh	-8.6	1	1843
-4.7	-4.5	-4.6 -8.6	mid.thresh	-4.6	mid.thresh	-8.6	1	1768
-4.5	-4.3	-4.4 -8.6	mid.thresh	-4.4	mid.thresh	-8.6	1	1693
-4.3	-4.1	-4.2 -8.6	mid.thresh	-4.2	mid.thresh	-8.6	1	1618
-4.1	-3.9	-4 -8.6	mid.thresh	-4	mid.thresh	-8.6	1	1543
-3.9	-3.7	-3.8 -8.6	mid.thresh	-3.8	mid.thresh	-8.6	1	1468
-3.7	-3.5	-3.6 -8.6	mid.thresh	-3.6	mid.thresh	-8.6	1	1393
-3.5	-3.3	-3.4 -8.6	mid.thresh	-3.4	mid.thresh	-8.6	1	1318
-3.3	-3.1	-3.2 -8.6	mid.thresh	-3.2	mid.thresh	-8.6	1	1243
-3.1	-2.9	-3 -8.6	mid.thresh	-3	mid.thresh	-8.6	1	1168
-2.9	-2.7	-2.8 -8.6	mid.thresh	-2.8	mid.thresh	-8.6	1	1093
-2.7	-2.5	-2.6 -8.6	mid.thresh	-2.6	mid.thresh	-8.6	1	1018
-2.5	-2.3	-2.4 -8.6	mid.thresh	-2.4	mid.thresh	-8.6	1	943
-2.3	-2.1	-2.2 -8.6	mid.thresh	-2.2	mid.thresh	-8.6	1	868
-2.1	-1.9	-2 -8.6	mid.thresh	-2	mid.thresh	-8.6	1	793
-1.9	-1.7	-1.8 -8.6	mid.thresh	-1.8	mid.thresh	-8.6	1	643
-1.7	-1.5	-1.6 -8.6	mid.thresh	-1.6	mid.thresh	-8.6	1	568
-1.5	-1.3	-1.4 -8.6	mid.thresh	-1.4	mid.thresh	-8.6	1	493
-1.3	-1.1	-1.2 -8.6	mid.thresh	-1.2	mid.thresh	-8.6	1	418
-1.1	-0.9	-1 -8.6	mid.thresh	-1	mid.thresh	-8.6	1	343
-0.9	-0.699999999999999	-0.799999999999999 -8.6	mid.thresh	-0.799999999999999	mid.thresh	-8.6	1	268
-0.699999999999999	-0.499999999999999	-0.6 -8.6	mid.thresh	-0.6	mid.thresh	-8.6	1	193
-0.499999999999999	-0.299999999999999	-0.399999999999999 -8.6	mid.thresh	-0.399999999999999	mid.thresh	-8.6	1	118
-0.299999999999999	-0.0999999999999996	-0.199999999999999 -8.6	mid.thresh	-0.199999999999999	mid.thresh	-8.6	1	43
-0.0999999999999996	0.100000000000001	0 -8.6	mid.thresh	0	mid.thresh	-8.6	1	3794
0.100000000000001	0.300000000000001	0.200000000000001 -8.6	mid.thresh	0.200000000000001	mid.thresh	-8.6	1	3869
0.300000000000001	0.500000000000001	0.4 -8.6	mid.thresh	0.4	mid.thresh	-8.6	1	3944
0.500000000000001	0.700000000000001	0.600000000000001 -8.6	mid.thresh	0.600000000000001	mid.thresh	-8.6	1	4019
0.700000000000001	0.9	0.800000000000001 -8.6	mid.thresh	0.800000000000001	mid.thresh	-8.6	1	4094
0.9	1.1	1 -8.6	mid.thresh	1	mid.thresh	-8.6	1	4170
1.1	1.3	1.2 -8.6	mid.thresh	1.2	mid.thresh	-8.6	1	4245
1.3	1.5	1.4 -8.6	mid.thresh	1.4	mid.thresh	-8.6	1	4320
1.5	1.7	1.6 -8.6	mid.thresh	1.6	mid.thresh	-8.6	1	4395
1.7	1.9	1.8 -8.6	mid.thresh	1.8	mid.thresh	-8.6	1	4470
